time_sec,n1,n2,n3
42525.000,0.200,-0.530,-0.100
42525.781,0.130,-0.280,-0.200
42526.562,-0.190,0.020,0.100
42527.344,-0.390,0.510,0.270
42528.125,-0.220,0.970,-0.180
42528.906,-0.480,1.310,-0.360
42529.688,0.080,1.450,-0.070
42530.469,0.860,0.880,0.360
42531.250,1.220,-0.340,0.600
42532.031,0.290,-1.200,0.590
42532.812,-0.640,-0.880,0.490
42533.594,-0.780,-0.090,0.130
42534.375,-0.450,0.290,-0.460
42535.156,0.020,0.140,-0.930
42535.938,-0.020,-0.020,-0.960
42536.719,-0.190,0.180,-0.670
42537.500,-0.020,0.550,-0.130
42538.281,0.180,0.340,0.000
42539.062,-0.440,0.350,0.180
42539.844,-0.080,0.810,0.530
42540.625,0.920,0.390,0.440
42541.406,1.280,-0.640,0.200
42542.188,0.740,-1.310,0.010
42542.969,0.000,-1.630,0.080
42543.750,-0.570,-1.360,0.240
42544.531,-0.740,-0.830,0.040
42545.312,-0.400,-0.380,-0.040
42546.094,-0.380,-0.040,-0.020
42546.875,-0.750,0.250,0.000
42547.656,-0.940,0.860,0.120
42548.438,-0.520,1.410,-0.140
42549.219,-0.030,1.630,-0.390
42550.000,0.600,1.600,-0.500
42550.781,1.530,0.780,-0.170
42551.562,1.550,-0.740,0.210
42552.344,0.360,-1.530,0.140
42553.125,-0.620,-1.140,0.200
42553.906,-0.770,-0.340,0.150
42554.688,-0.160,-0.020,0.380
42555.469,0.540,-0.150,0.610
42556.250,0.430,-0.600,0.210
42557.031,-0.620,-0.490,-0.070
42557.812,-0.840,0.210,-0.210
42558.594,-0.370,0.640,-0.410
42559.375,0.060,0.750,-0.710
42560.156,0.580,0.340,-0.700
42560.938,0.240,0.050,-0.130
42561.719,-0.340,0.250,0.310
42562.500,-0.450,0.380,0.310
42563.281,-0.420,0.490,0.050
42564.062,0.370,0.600,-0.310
42564.844,1.380,-0.220,-0.540
42565.625,0.560,-1.050,-0.640
42566.406,-0.590,-0.740,-0.070
42567.188,-0.710,-0.050,0.990
42567.969,-0.510,0.310,1.090
42568.750,-0.310,0.350,0.870
42569.531,0.040,0.390,0.410
42570.312,0.680,0.080,-0.620
42571.094,0.580,-0.240,-0.630
42571.875,0.370,-0.130,0.220
42572.656,0.530,-0.580,0.380
42573.438,-0.030,-1.290,0.110
42574.219,-0.730,-1.010,0.140
42575.000,-0.710,-0.180,0.050
42575.781,-0.580,0.340,-0.040
42576.562,-0.580,0.550,-0.190
42577.344,-0.510,0.880,-0.090
42578.125,0.010,1.140,-0.040
42578.906,0.750,0.730,0.210
42579.688,1.160,-0.050,0.250
42580.469,1.120,-0.950,-0.360
42581.250,0.450,-1.180,-0.850
42582.031,0.070,-0.840,-1.100
42582.812,-0.510,-0.450,-0.650
42583.594,-0.580,0.110,-0.070
42584.375,-0.420,0.500,0.500
42585.156,-0.580,0.800,0.530
42585.938,-0.630,0.940,0.560
42586.719,-0.500,1.020,0.290
42587.500,-0.040,0.810,-0.270
42588.281,0.100,0.880,-0.410
42589.062,0.930,0.770,-0.400
42589.844,1.290,-0.200,0.110
42590.625,0.390,-0.810,0.100
42591.406,-0.320,-0.720,0.250
42592.188,-0.200,-0.880,0.570
42592.969,-0.600,-0.730,0.410
42593.750,-0.360,-0.240,0.060
42594.531,0.160,-0.370,-0.120
42595.312,0.040,-0.590,-0.180
42596.094,-0.200,-0.420,0.020
42596.875,-0.260,0.110,0.050
42597.656,-0.020,0.450,0.030
42598.438,0.050,0.630,0.090
42599.219,0.550,0.380,0.010
42600.000,0.740,-0.160,0.240
42600.781,0.790,-0.710,0.300
42601.562,0.260,-0.930,0.230
42602.344,-0.340,-0.740,0.050
42603.125,-0.970,-0.300,0.060
42603.906,-0.800,0.430,0.150
42604.688,-0.190,0.580,-0.020
42605.469,-0.520,0.400,-0.160
42606.250,-1.060,0.860,-0.260
42607.031,-0.600,1.390,-0.310
42607.812,0.380,1.180,-0.360
42608.594,1.170,0.540,-0.700
42609.375,1.210,-0.400,-0.940
42610.156,0.750,-1.030,-0.860
42610.938,0.670,-1.340,-0.290
42611.719,0.380,-1.130,0.390
42612.500,0.050,-0.420,0.710
42613.281,-0.290,0.180,0.460
42614.062,-0.510,0.370,0.110
42614.844,-0.860,0.830,0.540
42615.625,-0.200,0.810,0.830
42616.406,-0.610,0.330,0.640
42617.188,-0.500,0.670,0.180
42617.969,0.290,0.510,-0.320
42618.750,-0.030,0.090,-0.450
42619.531,0.170,-0.370,-0.260
42620.312,-0.370,-0.550,-0.360
42621.094,-0.230,-0.390,-0.370
42621.875,0.090,-0.290,-0.270
42622.656,0.450,-0.110,-0.360
42623.438,0.970,-0.320,-0.090
42624.219,1.330,-0.580,0.170
42625.000,0.830,-1.120,0.510
42625.781,-0.870,-0.900,0.960
42626.562,-0.690,-0.070,1.010
42627.344,-0.720,0.250,0.640
42628.125,-0.890,0.640,0.090
42628.906,-0.190,0.760,-0.240
42629.688,-0.130,0.690,-0.760
42630.469,0.160,0.510,-0.980
42631.250,0.400,0.270,-0.490
42632.031,0.180,-0.050,-0.390
42632.812,-0.180,0.060,-0.510
42633.594,0.400,-0.060,-0.400
42634.375,0.260,-0.500,0.110
42635.156,0.240,-0.320,0.440
42635.938,0.640,-0.290,0.660
42636.719,0.240,-0.380,0.660
42637.500,-0.270,-0.380,0.160
42638.281,-1.060,0.300,-0.260
42639.062,-0.710,1.020,-0.120
42639.844,-0.020,0.870,0.250
42640.625,0.120,0.380,0.020
42641.406,0.330,0.040,0.010
42642.188,0.640,-0.220,-0.080
42642.969,0.500,-0.620,-0.100
42643.750,-0.090,-0.840,0.100
42644.531,-0.330,-0.440,0.080
42645.312,-0.300,-0.070,-0.240
42646.094,-0.530,-0.070,-0.310
42646.875,-0.900,0.170,-0.070
42647.656,-1.070,0.620,-0.090
42648.438,-0.270,1.100,0.060
42649.219,0.780,0.980,0.030
42650.000,1.260,0.580,-0.450
42650.781,1.900,0.120,-0.780
42651.562,1.840,-0.610,0.010
42652.344,1.030,-1.590,0.840
42653.125,-0.660,-1.920,1.020
42653.906,-2.110,-0.990,0.980
42654.688,-1.570,-0.150,0.330
42655.469,-1.300,0.290,-0.330
42656.250,-1.030,0.970,-0.940
42657.031,-0.420,1.400,-1.210
42657.812,0.100,1.300,-0.650
42658.594,0.940,0.930,-0.170
42659.375,1.110,0.250,0.070
42660.156,0.860,-0.190,0.060
42660.938,1.280,-0.800,0.540
42661.719,1.120,-1.500,1.340
42662.500,0.320,-1.350,0.810
42663.281,0.100,-1.070,0.100
42664.062,-0.610,-0.790,0.030
42664.844,-1.160,-0.300,0.400
42665.625,-1.420,0.420,0.460
42666.406,-0.830,0.920,-0.130
42667.188,-0.900,0.850,-0.370
42667.969,-1.050,1.070,-0.220
42668.750,-0.340,1.310,-0.520
42669.531,0.260,1.250,-1.160
42670.312,1.430,0.670,-1.270
42671.094,1.870,-0.550,-0.910
42671.875,1.680,-1.350,-0.190
42672.656,0.860,-1.540,0.400
42673.438,-0.410,-1.200,0.890
42674.219,-1.110,-0.380,0.570
42675.000,-1.050,0.520,-0.110
42675.781,-0.670,1.290,0.140
42676.562,0.190,1.380,-0.010
42677.344,0.840,0.780,-0.050
42678.125,0.870,0.050,0.450
42678.906,0.390,-0.350,0.640
42679.688,-0.300,-0.400,0.300
42680.469,-0.860,-0.470,0.090
42681.250,-1.480,-0.380,0.270
42682.031,-1.470,0.140,0.020
42682.812,-0.670,0.490,-0.390
42683.594,0.040,0.560,-0.640
42684.375,0.780,0.490,-0.690
42685.156,1.500,-0.140,-0.310
42685.938,1.580,-1.210,0.390
42686.719,0.850,-1.730,0.820
42687.500,0.440,-1.190,0.760
42688.281,0.760,-0.900,0.390
42689.062,-0.250,-0.830,0.090
42689.844,-0.950,-0.200,0.210
42690.625,-0.840,0.270,0.190
42691.406,-1.400,0.650,-0.090
42692.188,-1.260,1.260,-0.380
42692.969,-0.360,1.540,-0.630
42693.750,0.240,1.240,-0.590
42694.531,0.110,0.720,-0.650
42695.312,-0.130,0.490,-0.750
42696.094,0.580,0.530,-0.910
42696.875,1.100,0.070,-0.960
42697.656,1.110,-0.590,-0.240
42698.438,0.930,-0.970,0.720
42699.219,0.850,-1.140,1.090
42700.000,0.050,-1.240,1.000
42700.781,-1.430,-0.440,0.610
42701.562,-1.010,0.620,0.020
42702.344,-0.400,0.630,0.060
42703.125,-0.480,0.470,0.320
42703.906,-0.240,0.440,0.320
42704.688,-0.110,0.530,0.410
42705.469,0.080,0.480,0.290
42706.250,0.450,0.380,-0.050
42707.031,0.790,-0.120,-0.300
42707.812,0.280,-0.670,-0.540
42708.594,-0.340,-0.610,-0.500
42709.375,-0.400,-0.560,0.020
42710.156,-0.790,-0.130,0.800
42710.938,-0.410,0.750,0.600
42711.719,0.480,0.800,-0.360
42712.500,1.140,-0.040,-0.640
42713.281,1.170,-1.170,-0.830
42714.062,0.150,-1.820,-0.820
42714.844,-0.870,-1.370,-0.190
42715.625,-1.380,-0.150,0.330
42716.406,-0.910,1.020,0.480
42717.188,-0.120,1.550,0.370
42717.969,0.530,1.590,0.170
42718.750,1.250,1.080,-0.020
42719.531,1.360,0.020,-0.260
42720.312,0.680,-1.040,-0.250
42721.094,0.140,-1.280,-0.230
42721.875,-0.570,-1.180,-0.150
42722.656,-1.460,-0.660,0.340
42723.438,-1.010,0.140,0.810
42724.219,-0.560,0.530,0.270
42725.000,-0.180,1.010,-0.350
42725.781,0.630,0.990,-0.330
42726.562,0.330,0.480,0.050
42727.344,-0.130,0.220,0.220
42728.125,0.030,0.000,-0.090
42728.906,0.160,-0.240,-0.230
42729.688,-0.110,-0.200,-0.290
42730.469,0.070,0.000,0.150
42731.250,0.720,-0.160,0.730
42732.031,0.870,-0.410,0.570
42732.812,0.550,-0.270,0.120
42733.594,0.350,-0.370,0.100
42734.375,0.060,-0.570,0.030
42735.156,-0.660,-0.230,-0.280
42735.938,-0.910,0.260,-0.390
42736.719,-1.200,0.600,-0.070
42737.500,-1.130,1.100,-0.180
42738.281,-0.120,1.060,-0.310
42739.062,0.100,0.480,-0.590
42739.844,0.170,0.320,-1.110
42740.625,0.760,-0.120,-0.630
42741.406,0.650,-0.900,0.150
42742.188,0.370,-1.080,0.490
42742.969,0.330,-0.930,0.440
42743.750,0.260,-0.660,0.530
42744.531,0.320,-0.190,0.770
42745.312,0.930,-0.150,0.680
42746.094,0.700,-0.560,0.530
42746.875,-0.460,-0.430,0.310
42747.656,-0.810,0.000,0.150
42748.438,-0.960,0.320,0.150
42749.219,-1.030,0.640,-0.280
42750.000,-0.800,0.800,-0.410
42750.781,-0.490,0.750,-0.580
42751.562,-0.440,0.660,-0.650
42752.344,-0.070,0.700,-0.360
42753.125,0.580,0.530,-0.410
42753.906,1.230,-0.080,-0.380
42754.688,1.280,-0.930,0.100
42755.469,0.720,-1.150,0.430
42756.250,0.640,-0.920,0.310
42757.031,-0.060,-0.700,-0.040
42757.812,-0.800,-0.050,0.030
42758.594,-0.710,0.470,-0.030
42759.375,-0.650,0.780,-0.210
42760.156,-0.150,1.070,0.240
42760.938,0.390,0.890,0.270
42761.719,0.690,0.480,0.020
42762.500,0.420,-0.170,-0.130
42763.281,-0.500,-0.270,0.260
42764.062,-0.750,0.050,0.310
42764.844,-1.220,0.390,0.320
42765.625,-0.570,0.710,0.430
42766.406,0.870,0.000,0.120
42767.188,0.760,-0.770,-0.290
42767.969,0.200,-1.100,-0.680
42768.750,-0.150,-0.890,-0.730
42769.531,0.150,-0.480,-0.370
42770.312,0.530,-0.490,0.340
42771.094,0.360,-0.560,0.460
42771.875,0.090,-0.600,0.530
42772.656,-0.380,-0.470,0.260
42773.438,-0.910,0.210,-0.230
42774.219,-0.450,0.920,-0.290
42775.000,0.390,0.680,-0.500
42775.781,0.720,0.320,-0.220
42776.562,0.710,-0.020,-0.060
42777.344,0.340,-0.400,-0.120
42778.125,-0.070,-0.280,0.030
42778.906,-0.360,-0.010,0.160
42779.688,-0.430,0.390,0.710
42780.469,-0.510,0.600,0.480
42781.250,-0.800,0.820,-0.010
42782.031,-0.360,1.030,0.100
42782.812,0.140,0.590,-0.280
42783.594,0.210,-0.040,-0.760
42784.375,-0.130,-0.300,-0.560
42785.156,-0.110,0.060,-0.340
42785.938,0.760,0.080,-0.300
42786.719,0.770,-0.320,-0.070
42787.500,0.240,-0.480,0.010
42788.281,-0.120,-0.230,0.360
42789.062,-0.120,0.350,0.970
42789.844,0.780,0.220,1.150
42790.625,1.070,-0.660,1.090
42791.406,-0.350,-1.050,0.640
42792.188,-1.370,-0.540,-0.090
42792.969,-1.080,0.060,-0.590
42793.750,-0.170,-0.090,-0.650
42794.531,-0.250,-0.180,-0.880
42795.312,-0.300,0.120,-1.200
42796.094,-0.240,0.410,-0.790
42796.875,0.010,0.500,-0.170
42797.656,0.690,0.120,0.260
42798.438,0.280,0.100,0.270
42799.219,0.400,0.030,0.070
42800.000,0.490,-0.400,0.160
42800.781,0.110,-0.470,0.590
42801.562,0.150,-0.140,0.750
42802.344,0.340,0.020,0.640
42803.125,0.490,-0.120,0.390
42803.906,0.450,-0.470,0.020
42804.688,-0.100,-0.620,-0.120
42805.469,-0.690,-0.260,-0.380
42806.250,-1.160,0.440,-0.730
42807.031,-1.080,1.090,-0.380
42807.812,-0.230,1.150,-0.050
42808.594,0.120,0.850,-0.430
42809.375,-0.090,0.680,-0.620
42810.156,-0.020,0.510,-0.760
42810.938,0.320,0.240,-0.370
42811.719,0.780,-0.170,0.130
42812.500,0.790,-0.590,0.210
42813.281,0.870,-0.820,0.540
42814.062,0.530,-1.110,0.830
42814.844,-0.220,-0.840,0.710
42815.625,-0.340,-0.530,0.630
42816.406,-0.870,-0.290,0.330
42817.188,-1.070,0.260,-0.430
42817.969,-1.140,0.620,-0.490
42818.750,-1.280,0.960,0.080
42819.531,-0.270,1.330,0.600
42820.312,1.170,1.170,0.730
42821.094,2.300,0.070,0.560
42821.875,2.190,-1.220,0.360
42822.656,0.970,-1.590,-0.030
42823.438,0.190,-1.350,-0.320
42824.219,-0.700,-1.170,-0.310
42825.000,-1.880,-0.650,-0.350
42825.781,-2.450,0.400,-0.250
42826.562,-1.880,1.530,-0.570
42827.344,-0.770,1.840,-0.660
42828.125,0.570,1.420,-0.320
42828.906,1.780,0.580,-0.440
42829.688,1.990,-0.260,-0.760
42830.469,1.610,-0.680,-0.860
42831.250,1.290,-1.130,-0.180
42832.031,0.490,-1.430,0.170
42832.812,-0.380,-1.140,0.340
42833.594,-0.960,-0.690,0.390
42834.375,-1.480,-0.020,0.150
42835.156,-1.420,0.670,-0.290
42835.938,-1.030,1.050,-0.340
42836.719,-0.230,1.040,0.250
42837.500,0.500,0.660,0.540
42838.281,0.840,0.080,0.800
42839.062,0.040,-0.240,0.640
42839.844,-0.280,0.050,0.370
42840.625,0.010,0.130,0.180
42841.406,0.270,-0.150,0.270
42842.188,0.690,-0.350,0.380
42842.969,0.190,-0.250,0.240
42843.750,-0.430,0.180,0.000
42844.531,-0.440,0.590,0.060
42845.312,-0.210,0.880,0.830
42846.094,0.340,1.030,1.200
42846.875,1.070,0.380,1.160
42847.656,1.350,-0.860,0.500
42848.438,0.230,-1.740,-1.000
42849.219,-1.280,-1.400,-1.760
42850.000,-1.430,-0.380,-1.860
42850.781,-1.180,0.440,-1.650
42851.562,-0.600,0.840,-1.030
42852.344,0.160,0.910,-1.080
42853.125,1.220,0.370,-0.680
42853.906,1.220,-0.380,0.100
42854.688,0.800,-0.510,0.280
42855.469,0.550,-0.690,0.430
42856.250,0.260,-0.670,0.690
42857.031,0.150,-0.610,0.730
42857.812,-0.290,-0.520,0.660
42858.594,-0.480,-0.370,0.480
42859.375,-0.950,-0.020,0.150
42860.156,-0.900,0.650,0.040
42860.938,-0.750,0.700,-0.070
42861.719,-0.550,0.590,0.070
42862.500,-0.600,0.530,0.500
42863.281,-0.830,0.930,0.470
42864.062,0.220,1.340,-0.230
42864.844,1.230,0.810,-0.450
42865.625,1.970,-0.110,-0.220
42866.406,2.110,-1.170,0.070
42867.188,1.280,-1.510,0.620
42867.969,0.210,-1.530,0.750
42868.750,-1.170,-0.880,0.330
42869.531,-1.470,0.110,0.220
42870.312,-1.710,0.700,0.710
42871.094,-1.550,1.380,0.460
42871.875,-0.870,1.310,-0.450
42872.656,-0.460,1.270,-0.920
42873.438,0.270,1.470,-1.300
42874.219,1.350,0.870,-1.210
42875.000,2.110,-0.490,-0.630
42875.781,1.590,-1.700,-0.220
42876.562,0.940,-2.190,0.370
42877.344,0.250,-2.150,0.890
42878.125,-0.480,-1.670,0.730
42878.906,-1.260,-0.590,0.190
42879.688,-1.450,0.510,-0.510
42880.469,-0.950,1.170,-0.330
42881.250,-0.580,1.290,0.310
42882.031,-0.240,1.320,-0.170
42882.812,0.580,0.750,-0.340
42883.594,0.880,0.070,-0.270
42884.375,0.850,-0.340,-0.420
42885.156,0.600,-0.530,-0.210
42885.938,0.520,-0.510,0.160
42886.719,-0.110,-0.710,0.380
42887.500,-0.800,-0.280,0.400
42888.281,-0.590,0.000,0.120
42889.062,-0.600,0.330,-0.190
42889.844,0.030,0.590,0.050
42890.625,0.480,0.060,0.350
42891.406,0.310,-0.590,0.510
42892.188,-0.270,-0.580,0.570
42892.969,-0.880,-0.080,0.400
42893.750,-0.810,0.730,-0.180
42894.531,-0.480,1.480,-0.490
42895.312,0.170,1.770,-0.290
42896.094,1.630,0.900,-0.250
42896.875,1.530,-0.590,-0.510
42897.656,1.110,-1.170,-0.180
42898.438,0.620,-1.420,0.490
42899.219,-0.360,-1.060,0.910
42900.000,-0.900,-0.510,0.920
42900.781,-1.780,0.290,0.080
42901.562,-1.810,1.340,-0.310
42902.344,-0.920,1.740,-0.260
42903.125,-0.130,1.760,-0.270
42903.906,1.000,1.040,-0.050
42904.688,2.420,-0.780,0.030
42905.469,2.000,-2.310,-0.200
42906.250,0.790,-2.770,-0.180
42907.031,-0.310,-2.270,0.160
42907.812,-1.120,-1.170,-0.150
42908.594,-1.660,-0.060,-0.530
42909.375,-1.660,0.980,-0.260
42910.156,-0.760,1.450,-0.380
42910.938,0.090,1.300,-0.720
42911.719,0.470,0.940,-0.600
42912.500,0.770,0.550,-0.460
42913.281,0.860,0.190,-0.360
42914.062,0.840,-0.080,0.040
42914.844,0.750,-0.250,0.610
42915.625,0.380,-0.340,0.670
42916.406,0.030,-0.380,0.370
42917.188,0.070,-0.660,0.390
42917.969,-0.290,-0.730,0.840
42918.750,-0.960,-0.400,0.800
42919.531,-1.450,0.230,0.100
42920.312,-1.130,0.970,-0.250
42921.094,-0.110,0.970,-0.450
42921.875,0.050,0.610,-0.540
42922.656,-0.060,0.630,-0.240
42923.438,0.330,0.950,0.100
42924.219,1.120,0.730,0.750
42925.000,1.380,0.070,1.160
42925.781,1.270,-0.810,0.790
42926.562,-0.190,-1.270,0.310
42927.344,-0.960,-0.590,0.130
42928.125,-0.320,-0.080,-0.010
42928.906,0.210,-0.260,-0.150
42929.688,0.220,-0.640,-0.300
42930.469,-0.300,-0.850,-0.760
42931.250,-0.770,-0.550,-1.090
42932.031,-1.160,0.460,-0.940
42932.812,-0.920,1.180,-0.570
42933.594,-0.310,1.070,-0.030
42934.375,0.190,0.940,0.370
42935.156,1.260,0.470,0.140
42935.938,1.870,-0.680,-0.280
42936.719,1.170,-1.150,-0.450
42937.500,0.650,-1.320,-0.320
42938.281,-0.330,-1.130,-0.200
42939.062,-0.480,-0.800,0.020
42939.844,-0.880,-0.470,0.580
42940.625,-1.530,0.280,0.510
42941.406,-1.250,1.170,0.290
42942.188,-0.280,1.680,-0.210
42942.969,0.230,1.370,-0.810
42943.750,0.580,0.780,-0.520
42944.531,0.720,0.040,-0.230
42945.312,0.480,-0.390,0.190
42946.094,0.500,-0.790,0.910
42946.875,0.130,-0.780,1.100
42947.656,0.350,-0.610,0.960
42948.438,0.120,-0.280,0.670
42949.219,0.020,0.070,0.090
42950.000,-0.230,-0.050,-0.430
42950.781,-0.400,-0.090,-0.360
42951.562,-0.500,0.100,-0.310
42952.344,-0.340,0.210,-0.080
42953.125,-0.170,0.280,0.320
42953.906,-0.410,0.600,0.310
42954.688,0.030,0.800,0.630
42955.469,0.550,0.490,0.340
42956.250,0.000,-0.140,-0.370
42957.031,-0.500,0.060,-0.650
42957.812,-0.010,0.280,-0.260
42958.594,0.250,0.300,0.340
42959.375,0.940,0.000,0.640
42960.156,1.230,-0.920,0.170
42960.938,1.080,-1.580,-0.750
42961.719,-0.040,-1.760,-1.290
42962.500,-1.230,-1.100,-1.260
42963.281,-1.240,-0.100,-0.510
42964.062,-1.760,1.030,-0.170
42964.844,-1.320,2.150,0.150
42965.625,0.080,2.220,0.220
42966.406,1.160,1.520,-0.020
42967.188,1.660,0.250,-0.120
42967.969,1.390,-1.010,-0.110
42968.750,0.590,-1.900,-0.200
42969.531,-0.880,-1.770,-0.320
42970.312,-0.770,-0.850,-0.210
42971.094,-0.270,-0.460,0.350
42971.875,-0.410,0.210,0.970
42972.656,0.060,0.560,1.140
42973.438,0.460,0.630,0.950
42974.219,0.990,0.550,0.350
42975.000,0.660,-0.060,0.170
42975.781,-0.400,-0.350,0.260
42976.562,-0.770,-0.110,0.070
42977.344,-0.460,-0.020,0.130
42978.125,-0.070,-0.120,0.150
42978.906,-0.210,-0.290,-0.160
42979.688,-0.700,-0.050,-0.290
42980.469,-0.680,0.460,-0.530
42981.250,-0.620,0.620,-0.440
42982.031,0.020,0.860,-0.060
42982.812,0.930,0.910,-0.050
42983.594,1.420,0.470,-0.230
42984.375,1.090,-0.090,-0.170
42985.156,0.280,-0.070,-0.430
42985.938,0.310,-0.490,-0.580
42986.719,-0.680,-0.890,-0.270
42987.500,-1.350,-0.350,0.180
42988.281,-0.860,0.330,0.770
42989.062,-0.110,0.780,0.800
42989.844,1.040,0.480,0.360
42990.625,1.230,-0.480,-0.330
42991.406,-0.030,-1.080,-0.520
42992.188,-1.030,-0.770,-0.470
42992.969,-0.840,-0.300,-0.400
42993.750,-0.420,0.020,-0.100
42994.531,0.160,0.390,0.300
42995.312,0.940,0.130,0.630
42996.094,1.220,-0.630,0.530
42996.875,0.790,-1.060,0.170
42997.656,-0.260,-1.020,-0.150
42998.438,-1.280,-0.140,-0.370
42999.219,-1.310,0.890,-0.560
43000.000,-0.670,1.490,-0.440
43000.781,0.090,1.570,-0.100
43001.562,0.710,1.290,0.060
43002.344,0.870,0.620,-0.190
43003.125,0.520,-0.050,-0.180
43003.906,0.440,-0.560,0.310
43004.688,0.340,-1.100,0.620
43005.469,-0.240,-1.180,0.650
43006.250,-1.090,-0.720,0.400
43007.031,-1.210,0.320,-0.070
43007.812,0.020,0.620,-0.250
43008.594,0.570,0.140,-0.210
43009.375,0.140,-0.120,-0.170
43010.156,0.000,-0.060,0.310
43010.938,0.440,-0.050,0.520
43011.719,0.210,0.020,0.160
43012.500,-0.070,0.340,-0.040
43013.281,0.560,0.330,0.080
43014.062,0.970,-0.180,0.120
43014.844,0.280,-0.750,0.080
43015.625,-0.680,-0.800,-0.080
43016.406,-0.870,-0.590,0.030
43017.188,-0.930,-0.200,0.350
43017.969,-0.640,0.050,-0.080
43018.750,-0.610,0.350,-0.940
43019.531,-0.280,0.770,-1.670
43020.312,0.200,0.860,-1.260
43021.094,0.240,1.060,-0.460
43021.875,0.790,1.160,0.050
43022.656,1.720,0.380,0.440
43023.438,1.620,-0.880,0.590
43024.219,0.350,-1.450,0.770
43025.000,-0.730,-1.140,0.990
43025.781,-1.240,-0.210,0.810
43026.562,-1.020,0.310,0.200
43027.344,-1.070,0.810,-0.220
43028.125,-0.210,0.950,-0.150
43028.906,0.730,0.390,0.440
43029.688,1.000,-0.060,0.110
43030.469,0.660,-0.510,-0.780
43031.250,-0.210,-0.630,-0.820
43032.031,-0.820,-0.460,-0.200
43032.812,-1.080,0.040,0.240
43033.594,-0.590,0.370,0.150
43034.375,-0.100,0.560,-0.330
43035.156,0.600,0.300,-0.150
43035.938,0.880,-0.330,0.270
43036.719,1.160,-0.600,0.120
43037.500,1.480,-1.140,-0.080
43038.281,0.380,-1.570,0.330
43039.062,-0.950,-1.080,0.780
43039.844,-1.080,-0.130,0.600
43040.625,-0.690,0.460,0.370
43041.406,-0.480,0.790,-0.080
43042.188,-0.600,1.100,-0.260
43042.969,-0.100,1.360,-0.110
43043.750,0.720,0.880,-0.190
43044.531,0.280,0.300,-0.770
43045.312,-0.040,0.290,-0.900
43046.094,-0.200,0.260,-0.320
43046.875,-0.250,0.360,0.070
43047.656,0.330,0.300,-0.290
43048.438,0.370,-0.060,0.200
43049.219,0.100,-0.100,0.700
43050.000,0.310,0.100,0.160
43050.781,0.970,-0.480,0.380
43051.562,0.460,-1.290,0.600
43052.344,-0.460,-1.350,0.300
43053.125,-1.210,-0.780,-0.510
43053.906,-1.390,0.170,-0.880
43054.688,-0.630,0.750,-0.840
43055.469,0.130,0.530,-0.640
43056.250,0.460,0.360,-0.030
43057.031,0.880,0.420,0.320
43057.812,1.380,-0.270,0.500
43058.594,0.740,-0.800,0.600
43059.375,0.070,-0.620,0.540
43060.156,-0.710,-0.140,0.090
43060.938,-0.850,0.530,-0.020
43061.719,-0.130,0.410,0.280
43062.500,0.280,-0.230,0.350
43063.281,-0.190,-0.310,0.210
43064.062,-0.690,-0.110,0.030
43064.844,-0.340,0.140,-0.100
43065.625,0.100,0.050,-0.490
43066.406,-0.340,0.170,-0.890
43067.188,-0.310,0.600,-0.690
43067.969,0.510,0.430,-0.080
43068.750,0.640,0.140,0.010
43069.531,-0.020,0.220,0.450
43070.312,0.190,0.390,0.850
43071.094,0.650,0.060,0.290
43071.875,0.460,-0.090,-0.040
43072.656,0.670,-0.370,0.140
43073.438,-0.020,-0.440,0.440
43074.219,-0.080,-0.370,0.410
43075.000,-0.500,-0.520,0.060
43075.781,-1.070,0.000,-0.560
43076.562,-0.430,0.300,-0.890
43077.344,-0.030,0.090,-0.910
43078.125,-0.230,-0.160,-0.500
43078.906,-0.820,-0.060,0.190
43079.688,-0.930,0.550,0.600
43080.469,0.160,0.810,0.720
43081.250,0.660,0.390,0.400
43082.031,0.620,0.270,-0.060
43082.812,1.270,-0.060,0.060
43083.594,1.740,-0.810,0.240
43084.375,1.190,-1.410,-0.200
43085.156,0.010,-1.380,-0.410
43085.938,-0.530,-0.780,-0.230
43086.719,-0.880,-0.200,-0.300
43087.500,-1.150,0.180,-0.020
43088.281,-1.680,0.770,0.260
43089.062,-1.330,1.210,0.120
43089.844,-1.120,1.290,-0.210
43090.625,-0.550,1.540,-0.930
43091.406,0.600,1.480,-0.990
43092.188,1.530,0.700,-0.630
43092.969,2.160,-0.740,0.160
43093.750,1.840,-1.780,0.720
43094.531,1.080,-2.230,0.700
43095.312,-0.430,-1.900,0.810
43096.094,-0.920,-0.810,0.620
43096.875,-0.910,0.000,0.420
43097.656,-1.050,0.720,1.030
43098.438,-0.680,1.400,1.020
43099.219,0.230,1.490,-0.040
43100.000,0.440,0.930,-0.690
43100.781,-0.160,0.500,-0.940
43101.562,-0.040,0.280,-0.750
43102.344,-0.320,-0.090,-0.190
43103.125,-0.270,-0.190,0.390
43103.906,0.100,-0.250,0.310
43104.688,0.330,-0.220,0.260
43105.469,0.870,-0.570,0.240
43106.250,0.780,-0.780,-0.350
43107.031,0.540,-0.870,-0.910
43107.812,-0.550,-1.050,-0.620
43108.594,-1.070,-0.420,-0.160
43109.375,-0.670,0.120,0.250
43110.156,-0.540,0.490,0.390
43110.938,0.040,0.750,0.180
43111.719,0.480,0.800,-0.160
43112.500,0.990,0.560,-0.490
43113.281,0.930,0.060,-0.250
43114.062,-0.580,-0.320,0.100
43114.844,-1.360,0.150,0.690
